sofa_id,name,pos,season,league,country,dom_g,dom_a,dom_tk,dom_cs,dom_sv,dom_rt,league_strength,target_ucl_fantasy_pts
319857,Benjamin Henrichs,DEF,2223,Bund,Germany,2,2,73,5,0,6.91,17.125,1
973290,Tajon Buchanan,MID,2223,Belgium,Belgium,1,2,25,4,0,6.66,14.2,7
1004449,Cisse Sandra,MID,2223,Belgium,Belgium,1,0,3,0,0,6.88,14.2,0
1142588,Pablo Barrios,MID,2223,LaLiga,Spain,0,1,19,0,0,6.64,16.571,0
37096,Péter Gulácsi,GK,2223,Bund,Germany,0,0,0,2,17,6.87,17.125,0
1104897,Jorne Spileers,DEF,2223,Belgium,Belgium,0,0,10,6,0,7.13,14.2,0
70996,Kevin De Bruyne,MID,2324,PL,England,4,10,14,1,0,7.93,17.375,14
944656,Julián Alvarez,FWD,2324,PL,England,11,9,24,4,0,7.36,17.375,27
859765,Phil Foden,MID,2324,PL,England,19,8,31,8,0,7.79,17.375,35
136924,Willi Orbán,DEF,2324,Bund,Germany,0,0,20,5,0,7.06,19.357,7
827606,Rodri,MID,2324,PL,England,8,9,70,11,0,8.01,17.375,15
831005,Raphinha,MID,2324,LaLiga,Spain,6,9,14,2,0,7.28,16.062,23
991011,Jude Bellingham,MID,2324,LaLiga,Spain,19,6,42,9,0,8.05,16.062,42
934235,Bukayo Saka,MID,2324,PL,England,16,9,66,3,0,7.72,17.375,38
826643,Kylian Mbappé,FWD,2324,L1,France,27,7,4,6,0,7.89,16.25,32
868812,Vinícius Júnior,MID,2324,LaLiga,Spain,15,5,18,4,0,7.33,16.062,46
108579,Harry Kane,FWD,2324,Bund,Germany,36,8,13,8,0,7.76,19.357,47
138892,João Cancelo,DEF,2324,LaLiga,Spain,2,4,64,10,0,7.25,16.062,29
934386,Jérémy Doku,MID,2324,PL,England,3,8,39,0,0,7.42,17.375,10
857574,Andriy Lunin,GK,2324,LaLiga,Spain,0,0,0,10,48,7.2,16.062,19
592010,Mikel Merino,MID,2324,LaLiga,Spain,5,3,77,9,0,7.22,16.062,21
856076,David Raum,DEF,2324,Bund,Germany,2,8,58,5,0,7.38,19.357,20
16206,Yann Sommer,GK,2324,SerieA,Italy,0,0,2,19,80,7.15,21.0,24
556866,Gregor Kobel,GK,2324,Bund,Germany,0,0,0,7,85,7.19,19.357,39
577726,Ramy Bensebaini,DEF,2324,Bund,Germany,0,0,34,1,0,7.06,19.357,15
70988,Thibaut Courtois,GK,2324,LaLiga,Spain,0,0,1,3,16,8,16.062,5
259117,Joshua Kimmich,MID,2324,Bund,Germany,1,6,45,6,0,7.42,19.357,22
902029,Vitinha,MID,2324,L1,France,7,4,39,5,0,7.49,16.25,20
288205,Bruno Fernandes,MID,2324,PL,England,10,8,68,7,0,7.75,17.375,21
945122,Matheus Nunes,DEF,2324,PL,England,0,2,13,1,0,6.8,17.375,8
1015287,Natan,DEF,2324,SerieA,Italy,0,0,14,2,0,6.77,21.0,14
189061,Jack Grealish,MID,2324,PL,England,3,1,13,1,0,7.24,17.375,8
45853,İlkay Gündoğan,MID,2324,LaLiga,Spain,5,9,31,10,0,7.48,16.062,15
547838,Dani Ceballos,MID,2324,LaLiga,Spain,0,2,10,2,0,6.77,16.062,6
941669,Dmytro Riznyk,GK,2324,Ukraine,Ukraine,0,0,0,13,56,6.92,4.1,16
875136,Noa Lang,MID,2324,Ered,Netherlands,4,1,3,0,0,7.35,10.0,0
964994,Joško Gvardiol,DEF,2324,PL,England,4,1,55,9,0,7.4,17.375,15
135700,Hakan Çalhanoğlu,MID,2324,SerieA,Italy,13,3,66,6,0,7.68,21.0,9
1190933,João Neves,MID,2324,Portugal,Portugal,3,1,65,9,0,7.41,11.0,8
1088896,Johan Bakayoko,MID,2324,Ered,Netherlands,12,9,33,7,0,7.64,10.0,12
22209,Ørjan Nyland,GK,2324,LaLiga,Spain,0,0,0,6,78,7.09,16.062,2
818244,Ousmane Dembélé,FWD,2324,L1,France,3,8,19,3,0,7.38,16.25,16
363856,Nicolò Barella,MID,2324,SerieA,Italy,2,3,46,8,0,7.08,21.0,9
547410,Martin Ødegaard,MID,2324,PL,England,8,10,49,13,0,7.67,17.375,19
850816,Joey Veerman,MID,2324,Ered,Netherlands,5,16,68,10,0,8.26,10.0,4
1010231,Jamal Musiala,MID,2324,Bund,Germany,10,6,40,0,0,7.49,19.357,18
794839,Gabriel Jesus,FWD,2324,PL,England,4,5,24,2,0,7.17,17.375,27
789071,Dani Olmo,MID,2324,Bund,Germany,4,5,26,3,0,7.21,19.357,6
592794,Alex Meret,GK,2324,SerieA,Italy,0,0,1,5,64,6.84,21.0,19
319857,Benjamin Henrichs,DEF,2324,Bund,Germany,1,5,68,6,0,7.11,19.357,13
814594,Achraf Hakimi,DEF,2324,L1,France,4,5,29,5,0,7.34,16.25,23
1149127,Arthur Vermeeren,MID,2324,LaLiga,Spain,0,0,1,0,0,6.52,16.062,17
1402912,Lamine Yamal,MID,2324,LaLiga,Spain,5,5,61,5,0,7.34,16.062,9
851284,Rafael Leão,MID,2324,SerieA,Italy,9,9,16,6,0,7.42,21.0,9
69768,Jan Oblak,GK,2324,LaLiga,Spain,0,0,0,13,102,7.01,16.062,20
353282,Oleksandr Zubkov,FWD,2324,Ukraine,Ukraine,5,5,0,0,0,7.96,4.1,9
886223,Stephen Eustaquio,MID,2324,Portugal,Portugal,2,2,41,2,0,7.14,11.0,10
153257,Giovanni Di Lorenzo,DEF,2324,SerieA,Italy,1,6,58,6,0,7.24,21.0,23
889259,Khvicha Kvaratskhelia,MID,2324,SerieA,Italy,11,6,42,2,0,7.48,21.0,6
856714,Declan Rice,MID,2324,PL,England,7,8,83,11,0,7.43,17.375,9
839956,Erling Haaland,FWD,2324,PL,England,27,5,6,6,0,7.36,17.375,28
184661,Leon Goretzka,MID,2324,Bund,Germany,6,7,41,4,0,7.41,19.357,11
798583,Dayot Upamecano,DEF,2324,Bund,Germany,1,0,34,5,0,6.96,19.357,13
784655,Fabián Ruiz,MID,2324,L1,France,1,3,34,3,0,7.08,16.25,11
855833,Ferran Torres,FWD,2324,LaLiga,Spain,7,2,9,2,0,6.93,16.062,16
353138,Marcos Llorente,MID,2324,LaLiga,Spain,6,4,40,4,0,7,16.062,6
318941,Rúben Dias,DEF,2324,PL,England,0,0,39,9,0,7.21,17.375,7
383560,Manuel Akanji,DEF,2324,PL,England,2,0,42,11,0,7.24,17.375,16
581310,David Raya,GK,2324,PL,England,0,0,1,16,46,6.85,17.375,21
235672,Matteo Politano,MID,2324,SerieA,Italy,8,7,19,0,0,7.25,21.0,9
827212,Jules Koundé,DEF,2324,LaLiga,Spain,1,2,37,15,0,7.15,16.062,11
37151,Henrikh Mkhitaryan,MID,2324,SerieA,Italy,2,8,62,7,0,7.22,21.0,4
1086417,Rasmus Højlund,FWD,2324,PL,England,10,2,11,2,0,6.86,17.375,20
917087,Kang-in Lee,MID,2324,L1,France,3,4,26,3,0,7.15,16.25,10
331209,Bernardo Silva,MID,2324,PL,England,6,9,51,9,0,7.53,17.375,13
973887,Eduardo Camavinga,MID,2324,LaLiga,Spain,0,2,76,3,0,7.19,16.062,14
922573,Gabriel Martinelli,MID,2324,PL,England,6,4,30,1,0,7.11,17.375,15
992587,Pedri,MID,2324,LaLiga,Spain,4,2,33,1,0,7.22,16.062,12
940871,Nico Schlotterbeck,DEF,2324,Bund,Germany,2,1,70,8,0,7.32,19.357,34
966575,Rodrigo Zalazar,MID,2324,Portugal,Portugal,6,6,40,0,0,7.25,11.0,9
84539,Koke,MID,2324,LaLiga,Spain,0,4,66,7,0,7.06,16.062,9
910536,Rodrygo,MID,2324,LaLiga,Spain,10,5,16,4,0,7.31,16.062,34
149380,Harry Maguire,DEF,2324,PL,England,2,2,24,4,0,7.13,17.375,10
97001,João Mário,FWD,2324,Portugal,Portugal,3,1,39,6,0,7.11,11.0,12
989768,Nuno Mendes,DEF,2324,L1,France,1,1,5,0,0,7.03,16.25,3
332155,Amir Rrahmani,DEF,2324,SerieA,Italy,3,0,33,4,0,7.08,21.0,15
1136731,Rico Lewis,DEF,2324,PL,England,2,0,10,0,0,6.99,17.375,15
293519,Leroy Sané,MID,2324,Bund,Germany,8,11,15,7,0,7.65,19.357,17
835600,Davide Frattesi,MID,2324,SerieA,Italy,6,3,10,1,0,6.81,21.0,16
831808,Federico Valverde,MID,2324,LaLiga,Spain,2,7,47,14,0,7.38,16.062,14
187205,Milan Škriniar,DEF,2324,L1,France,0,0,24,5,0,6.9,16.25,18
566102,Davinson Sánchez,DEF,2324,PL,England,0,0,0,0,0,7,17.375,8
964753,Senne Lammens,GK,2324,Belgium,Belgium,0,0,0,1,33,6.98,14.4,1
319129,Luka Jović,FWD,2324,SerieA,Italy,6,1,6,0,0,6.77,21.0,0
866469,Bruno Guimarães,MID,2324,PL,England,7,8,88,7,0,7.49,17.375,8
308182,Ivan Provedel,GK,2324,SerieA,Italy,0,0,1,9,86,7.12,21.0,25
142622,Antonio Rüdiger,DEF,2324,LaLiga,Spain,1,0,26,14,0,6.93,16.062,21
138605,Piotr Zieliński,MID,2324,SerieA,Italy,3,2,23,1,0,7.1,21.0,6
1142251,Aleksandar Pavlović,MID,2324,Bund,Germany,2,2,28,2,0,7.07,19.357,1
787505,Benjamin Pavard,DEF,2324,SerieA,Italy,0,2,34,7,0,7.25,21.0,10
133908,Marcel Sabitzer,MID,2324,Bund,Germany,4,3,39,7,0,7.12,19.357,29
882664,Pepê,MID,2324,Portugal,Portugal,4,6,26,9,0,7.26,11.0,16
980418,Sacha Boey,DEF,2324,Bund,Germany,0,0,2,0,0,6.35,19.357,12
155995,Marquinhos,DEF,2324,L1,France,0,1,19,5,0,7.26,16.25,20
803031,Matthijs de Ligt,DEF,2324,Bund,Germany,2,0,15,2,0,6.95,19.357,13
976263,Ian Maatsen,DEF,2324,PL,England,0,0,3,0,0,6.43,17.375,23
831799,Nahuel Molina,DEF,2324,LaLiga,Spain,2,3,38,4,0,6.82,16.062,18
803039,Donyell Malen,FWD,2324,Bund,Germany,13,1,11,4,0,7.24,19.357,5
824509,Gianluigi Donnarumma,GK,2324,L1,France,0,0,0,10,92,7.3,16.25,24
149663,Nathan Aké,DEF,2324,PL,England,2,2,26,5,0,7.1,17.375,1
1142672,Warren Zaïre-Emery,MID,2324,L1,France,2,3,51,5,0,7.05,16.25,22
232422,Kepa Arrizabalaga,GK,2324,LaLiga,Spain,0,0,0,7,30,7.04,16.062,7
966837,Martín Zubimendi,MID,2324,LaLiga,Spain,4,1,49,9,0,7.06,16.062,10
8959,Manuel Neuer,GK,2324,Bund,Germany,0,0,1,6,60,6.94,19.357,22
186795,Andreas Christensen,DEF,2324,LaLiga,Spain,2,2,23,3,0,6.89,16.062,13
1103693,Gavi,MID,2324,LaLiga,Spain,1,1,39,4,0,7.13,16.062,6
847030,Noussair Mazraoui,DEF,2324,Bund,Germany,0,3,32,6,0,7.05,19.357,8
1108441,Lucas Beraldo,DEF,2324,L1,France,1,0,22,1,0,6.9,16.25,7
859025,Aurélien Tchouaméni,MID,2324,LaLiga,Spain,3,1,38,11,0,7.18,16.062,4
903324,Kerem Aktürkoğlu,MID,2324,SuperLig,Turkey,12,6,28,3,0,7.33,12.0,11
788921,Florian Sotoca,FWD,2324,L1,France,7,6,33,9,0,7.5,16.25,6
754794,Lucas Torreira,MID,2324,SuperLig,Turkey,1,2,80,5,0,7.2,12.0,3
1048889,Andy Diouf,MID,2324,L1,France,1,0,28,1,0,6.8,16.25,0
925097,Ronald Araújo,DEF,2324,LaLiga,Spain,1,2,27,7,0,7.03,16.062,8
136710,Mateo Kovačić,MID,2324,PL,England,1,0,36,3,0,7.02,17.375,2
1142588,Pablo Barrios,MID,2324,LaLiga,Spain,0,1,45,2,0,6.99,16.062,9
284361,Federico Dimarco,DEF,2324,SerieA,Italy,5,6,42,1,0,7.35,21.0,6
325355,José María Giménez,DEF,2324,LaLiga,Spain,0,0,18,5,0,6.83,16.062,3
843115,Diogo Costa,GK,2324,Portugal,Portugal,0,0,0,13,58,7.01,11.0,14
807771,Dávid Hancko,DEF,2324,Ered,Netherlands,5,2,38,16,0,7.51,10.0,11
369650,Jonathan Gradit,DEF,2324,L1,France,1,0,32,10,0,6.99,16.25,6
893549,Tijjani Reijnders,MID,2324,SerieA,Italy,3,3,46,9,0,7.09,21.0,4
844234,Jerdy Schouten,MID,2324,Ered,Netherlands,4,0,54,10,0,7.16,10.0,5
826188,Alessandro Bastoni,DEF,2324,SerieA,Italy,1,3,46,9,0,7.35,21.0,13
843665,Alphonso Davies,DEF,2324,Bund,Germany,2,5,47,5,0,7.1,19.357,14
353130,Mario Hermoso,DEF,2324,LaLiga,Spain,0,1,46,8,0,7.02,16.062,16
125407,Álvaro Morata,FWD,2324,LaLiga,Spain,15,3,16,1,0,6.98,16.062,24
1414933,Marc Guiu,FWD,2324,LaLiga,Spain,1,0,1,0,0,6.77,16.062,4
1390545,Eguinaldo,FWD,2324,Ukraine,Ukraine,2,0,0,0,0,6.89,4.1,4
846036,Ben White,DEF,2324,PL,England,4,4,48,13,0,7.26,17.375,18
