sofa_id,name,pos,dom_season,ucl_season,league,country,dom_g,dom_a,dom_tk,dom_cs,dom_sv,dom_rt,league_strength,target_ucl_fantasy_pts
133908,Marcel Sabitzer,MID,2223,2324,PL,England,0,1,12,1,0,6.82,23.0,29
882664,Pepê,MID,2223,2324,Portugal,Portugal,4,7,41,11,0,7.05,12.5,16
980418,Sacha Boey,DEF,2223,2324,SuperLig,Turkey,1,4,87,13,0,7.14,11.8,12
155995,Marquinhos,DEF,2223,2324,L1,France,2,0,33,10,0,7.03,12.583,20
803031,Matthijs de Ligt,DEF,2223,2324,Bund,Germany,3,1,32,7,0,7.06,17.125,13
831799,Nahuel Molina,DEF,2223,2324,LaLiga,Spain,4,2,69,9,0,6.88,16.571,18
803039,Donyell Malen,FWD,2223,2324,Bund,Germany,9,5,13,1,0,7.09,17.125,5
824509,Gianluigi Donnarumma,GK,2223,2324,L1,France,0,0,1,13,124,7.06,12.583,24
149663,Nathan Aké,DEF,2223,2324,PL,England,1,0,26,6,0,7,23.0,1
1142672,Warren Zaïre-Emery,MID,2223,2324,L1,France,2,0,17,0,0,6.55,12.583,22
232422,Kepa Arrizabalaga,GK,2223,2324,PL,England,0,0,2,9,91,7.09,23.0,7
966837,Martín Zubimendi,MID,2223,2324,LaLiga,Spain,1,3,59,12,0,6.9,16.571,10
8959,Manuel Neuer,GK,2223,2324,Bund,Germany,0,0,0,4,33,7.11,17.125,22
186795,Andreas Christensen,DEF,2223,2324,LaLiga,Spain,1,1,20,8,0,7.05,16.571,13
1103693,Gavi,MID,2223,2324,LaLiga,Spain,2,4,47,12,0,6.88,16.571,6
847030,Noussair Mazraoui,DEF,2223,2324,Bund,Germany,1,4,29,1,0,6.92,17.125,8
859025,Aurélien Tchouaméni,MID,2223,2324,LaLiga,Spain,0,4,64,5,0,7.13,16.571,4
903324,Kerem Aktürkoğlu,MID,2223,2324,SuperLig,Turkey,9,11,28,5,0,7.17,11.8,11
788921,Florian Sotoca,FWD,2223,2324,L1,France,7,9,39,10,0,7.26,12.583,6
754794,Lucas Torreira,MID,2223,2324,SuperLig,Turkey,0,0,86,4,0,7.09,11.8,3
925097,Ronald Araújo,DEF,2223,2324,LaLiga,Spain,0,2,26,12,0,7.03,16.571,8
136710,Mateo Kovačić,MID,2223,2324,PL,England,1,2,36,1,0,6.76,23.0,2
1142588,Pablo Barrios,MID,2223,2324,LaLiga,Spain,0,1,19,0,0,6.64,16.571,9
284361,Federico Dimarco,DEF,2223,2324,SerieA,Italy,4,3,31,1,0,7.17,22.357,6
325355,José María Giménez,DEF,2223,2324,LaLiga,Spain,2,1,43,10,0,7.17,16.571,3
843115,Diogo Costa,GK,2223,2324,Portugal,Portugal,0,0,0,16,63,6.95,12.5,14
807771,Dávid Hancko,DEF,2223,2324,Ered,Netherlands,2,4,71,10,0,7.39,13.5,11
369650,Jonathan Gradit,DEF,2223,2324,L1,France,1,3,62,9,0,7.09,12.583,6
893549,Tijjani Reijnders,MID,2223,2324,Ered,Netherlands,3,7,36,12,0,7.32,13.5,4
844234,Jerdy Schouten,MID,2223,2324,SerieA,Italy,0,2,63,3,0,6.9,22.357,5
826188,Alessandro Bastoni,DEF,2223,2324,SerieA,Italy,0,2,41,6,0,6.99,22.357,13
843665,Alphonso Davies,DEF,2223,2324,Bund,Germany,1,4,45,6,0,6.95,17.125,14
353130,Mario Hermoso,DEF,2223,2324,LaLiga,Spain,3,2,22,8,0,6.93,16.571,16
125407,Álvaro Morata,FWD,2223,2324,LaLiga,Spain,13,2,16,1,0,6.89,16.571,24
846036,Ben White,DEF,2223,2324,PL,England,2,5,60,9,0,6.91,23.0,18
852404,Mattéo Guendouzi,MID,2223,2324,L1,France,2,4,39,4,0,6.9,12.583,7
795222,Frenkie de Jong,MID,2223,2324,LaLiga,Spain,2,4,46,11,0,7.24,16.571,3
190159,André Silva,FWD,2223,2324,Bund,Germany,4,3,12,2,0,6.7,17.125,0
822708,Amadou Haidara,MID,2223,2324,Bund,Germany,2,1,25,0,0,6.71,17.125,2
825838,Armando Obispo,DEF,2223,2324,Ered,Netherlands,2,1,23,5,0,6.94,13.5,0
791702,Marcus Thuram,FWD,2223,2324,Bund,Germany,13,6,14,5,0,7.02,17.125,5
178963,Abdülkerim Bardakcı,DEF,2223,2324,SuperLig,Turkey,3,3,43,14,0,7,11.8,6
826139,Reiss Nelson,MID,2223,2324,PL,England,3,2,4,0,0,7.07,23.0,8
892141,Santiago Giménez,FWD,2223,2324,Ered,Netherlands,15,2,11,2,0,6.91,13.5,11
787941,Frank Anguissa,MID,2223,2324,SerieA,Italy,3,5,53,11,0,6.97,22.357,12
822471,Victor Osimhen,FWD,2223,2324,SerieA,Italy,26,4,10,5,0,7.2,22.357,8
856739,Lutsharel Geertruida,DEF,2223,2324,Ered,Netherlands,3,2,48,10,0,7.13,13.5,8
805078,Mathías Olivera,DEF,2223,2324,SerieA,Italy,2,2,39,7,0,6.84,22.357,4
997035,Alejandro Balde,DEF,2223,2324,LaLiga,Spain,1,6,42,14,0,6.89,16.571,10
940054,Karim Adeyemi,FWD,2223,2324,Bund,Germany,6,5,16,1,0,6.78,17.125,13
835485,Brahim Díaz,MID,2223,2324,SerieA,Italy,6,7,32,0,0,6.91,22.357,15
823984,Lautaro Martínez,FWD,2223,2324,SerieA,Italy,21,6,25,5,0,7.23,22.357,9
914902,Anthony Gordon,MID,2223,2324,PL,England,4,0,48,0,0,6.65,23.0,3
1063767,Ismael Saibari,MID,2223,2324,Ered,Netherlands,0,2,15,0,0,6.67,13.5,6
879346,Scott McTominay,MID,2223,2324,PL,England,1,0,32,4,0,6.7,23.0,9
986395,Ricardo Pepi,FWD,2223,2324,Bund,Germany,0,0,1,0,0,6.63,17.125,7
187433,Serge Gnabry,MID,2223,2324,Bund,Germany,14,5,35,5,0,7.11,17.125,11
863653,Aaron Wan-Bissaka,DEF,2223,2324,PL,England,0,0,40,7,0,6.98,23.0,5
361004,Marco Asensio,MID,2223,2324,LaLiga,Spain,9,6,16,4,0,7.21,16.571,0
800951,Julian Ryerson,DEF,2223,2324,Bund,Germany,1,0,55,6,0,6.74,17.125,21
254491,Ederson,GK,2223,2324,PL,England,0,1,3,11,46,6.72,23.0,6
989113,Rodrigo Riquelme,MID,2223,2324,LaLiga,Spain,4,4,20,0,0,6.7,16.571,3
833562,Yehor Nazaryna,MID,2223,2324,Ukraine,Ukraine,1,0,0,0,0,0,5.7,4
906021,Sergiño Dest,DEF,2223,2324,SerieA,Italy,0,0,12,0,0,6.51,22.357,11
152077,John Stones,DEF,2223,2324,PL,England,2,2,23,5,0,7.03,23.0,3
787751,Robin Le Normand,DEF,2223,2324,LaLiga,Spain,0,0,36,13,0,6.92,16.571,10
352370,Lucas Hernández,DEF,2223,2324,Bund,Germany,0,0,6,1,0,6.87,17.125,15
138156,Emre Can,DEF,2223,2324,Bund,Germany,2,1,57,6,0,7.02,17.125,22
814590,Marcus Rashford,MID,2223,2324,PL,England,17,5,20,6,0,6.89,23.0,8
355492,Konrad Laimer,DEF,2223,2324,Bund,Germany,3,0,60,3,0,6.93,17.125,21
190839,Luke Shaw,DEF,2223,2324,PL,England,1,2,55,11,0,7.1,23.0,3
792073,Ferland Mendy,DEF,2223,2324,LaLiga,Spain,0,1,21,2,0,6.69,16.571,12
987510,Zaidu Sanusi,DEF,2223,2324,Portugal,Portugal,0,0,15,1,0,6.74,12.5,2
150383,Stanislav Lobotka,MID,2223,2324,SerieA,Italy,1,1,83,8,0,7.05,22.357,4
904835,Fábio Vieira,MID,2223,2324,PL,England,1,2,6,0,0,6.7,23.0,0
996952,Bradley Barcola,MID,2223,2324,L1,France,5,8,25,1,0,6.88,12.583,12
138152,Kaan Ayhan,DEF,2223,2324,SerieA,Italy,0,0,10,1,0,6.68,22.357,2
941168,William Saliba,DEF,2223,2324,PL,England,2,1,34,11,0,6.96,23.0,19
851271,Fran García,DEF,2223,2324,LaLiga,Spain,2,3,84,9,0,6.79,16.571,3
958923,Artem Bondarenko,MID,2223,2324,Ukraine,Ukraine,8,5,0,0,0,0,5.7,1
836705,Kai Havertz,FWD,2223,2324,PL,England,7,1,34,4,0,6.84,23.0,9
929199,Carlos Augusto,DEF,2223,2324,SerieA,Italy,6,5,73,7,0,6.98,22.357,7
985823,Ayase Ueda,FWD,2223,2324,Belgium,Belgium,22,2,16,5,0,7.05,14.2,0
1142175,Kobbie Mainoo,MID,2223,2324,PL,England,0,0,0,0,0,6.5,23.0,0
1099117,Samson Baidoo,DEF,2223,2324,AutBund,Austria,0,0,8,1,0,7.25,4.9,3
848355,Angeliño,DEF,2223,2324,Bund,Germany,0,9,40,5,0,7,17.125,2
958380,Antony,MID,2223,2324,PL,England,4,2,22,3,0,6.9,23.0,2
907463,Felix Nmecha,MID,2223,2324,Bund,Germany,3,5,41,2,0,7,17.125,8
823941,Alexander Isak,FWD,2223,2324,PL,England,10,1,18,1,0,7.01,23.0,4
954056,Nico González,MID,2223,2324,LaLiga,Spain,1,1,27,1,0,6.73,16.571,1
822519,Éder Militão,DEF,2223,2324,LaLiga,Spain,5,0,46,10,0,7.24,16.571,0
976421,Castello Lukeba,DEF,2223,2324,L1,France,2,0,39,6,0,6.98,12.583,2
838232,Eljif Elmas,MID,2223,2324,SerieA,Italy,6,3,24,1,0,6.85,22.357,0
39070,Olivier Giroud,FWD,2223,2324,SerieA,Italy,13,5,8,1,0,6.96,22.357,8
976037,Jakub Kiwior,DEF,2223,2324,PL,England,1,0,7,1,0,6.74,23.0,2
987818,Maurits Kjaergaard,MID,2223,2324,AutBund,Austria,2,5,40,4,0,7.08,4.9,4
26768,Sven Ulreich,GK,2223,2324,Bund,Germany,0,0,1,2,6,6.9,17.125,2
37096,Péter Gulácsi,GK,2223,2324,Bund,Germany,0,0,0,2,17,6.87,17.125,2
850993,David Neres,MID,2223,2324,Portugal,Portugal,6,8,21,1,0,7.05,12.5,0
759520,Denzel Dumfries,DEF,2223,2324,SerieA,Italy,1,4,35,2,0,6.84,22.357,4
957937,Casper Tengstedt,FWD,2223,2324,Elite,Norway,15,6,9,1,0,8.01,5.75,3
579576,Ruben Aguilar,DEF,2223,2324,L1,France,0,0,19,2,0,6.57,12.583,1
319853,Lukas Klostermann,DEF,2223,2324,Bund,Germany,0,0,16,4,0,6.78,17.125,2
843200,Diogo Dalot,DEF,2223,2324,PL,England,1,2,54,9,0,7.05,23.0,6
893499,Mauro Júnior,DEF,2223,2324,Ered,Netherlands,0,0,5,0,0,6.53,13.5,0
986397,Benjamin Šeško,FWD,2223,2324,AutBund,Austria,16,3,12,3,0,6.93,4.9,9
1102788,Dorgeles Nene,FWD,2223,2324,Belgium,Belgium,13,3,35,0,0,6.96,14.2,1
976575,Nicolas Seiwald,MID,2223,2324,AutBund,Austria,3,2,83,12,0,7.35,4.9,3
825956,Christoph Baumgartner,MID,2223,2324,Bund,Germany,7,3,36,1,0,6.92,17.125,1
904096,Barış Alper Yılmaz,MID,2223,2324,SuperLig,Turkey,4,2,19,0,0,6.78,11.8,3
758608,Çağlar Söyüncü,DEF,2223,2324,PL,England,1,0,14,0,0,6.93,23.0,0
979221,Gonçalo Borges,MID,2223,2324,Portugal,Portugal,0,0,3,0,0,6.66,12.5,0
947929,Jesper Lindstrøm,MID,2223,2324,Bund,Germany,7,2,26,1,0,6.77,17.125,2
599114,Jean Butez,GK,2223,2324,Belgium,Belgium,0,0,0,20,87,6.96,14.2,5
994546,Elliot Anderson,MID,2223,2324,PL,England,0,1,11,0,0,6.65,23.0,0
836694,Mason Mount,MID,2223,2324,PL,England,3,2,33,3,0,7.05,23.0,0
845798,Guus Til,MID,2223,2324,Ered,Netherlands,9,3,35,1,0,6.81,13.5,0
1135873,Alejandro Garnacho,MID,2223,2324,PL,England,3,2,5,0,0,6.55,23.0,6
1035752,Giorgi Gocholeishvili,DEF,2223,2324,Ukraine,Ukraine,1,0,0,0,0,0,5.7,15
143334,Victor Lindelöf,DEF,2223,2324,PL,England,0,0,22,5,0,6.88,23.0,0
904859,Dmytro Kryskiv,MID,2223,2324,Ukraine,Ukraine,5,3,0,0,0,0,5.7,3
846425,Manuel Ugarte,MID,2223,2324,Portugal,Portugal,0,0,121,2,0,7.05,12.5,3
1030711,David Jurásek,DEF,2223,2324,Czech,Czechia,2,7,42,11,0,7,6.75,2
859999,Lisandro Martínez,DEF,2223,2324,PL,England,1,0,54,8,0,7.12,23.0,0
797279,Bart Nieuwkoop,DEF,2223,2324,Belgium,Belgium,3,3,78,6,0,6.88,14.2,1
1003007,Tanguy Nianzou,DEF,2223,2324,LaLiga,Spain,1,0,20,2,0,6.62,16.571,0
877037,Cyril Ngonge,FWD,2223,2324,SerieA,Italy,5,1,9,0,0,6.85,22.357,0
845291,Josep Martínez,GK,2324,2425,SerieA,Italy,0,0,0,8,88,7.07,21.0,5
831005,Raphinha,MID,2324,2425,LaLiga,Spain,6,9,14,2,0,7.28,16.062,99
1019322,Florian Wirtz,MID,2324,2425,Bund,Germany,11,11,27,4,0,7.63,19.357,35
259117,Joshua Kimmich,MID,2324,2425,Bund,Germany,1,6,45,6,0,7.42,19.357,21
548848,Pau López,GK,2324,2425,L1,France,0,0,0,7,90,6.94,16.25,1
945122,Matheus Nunes,DEF,2324,2425,PL,England,0,2,13,1,0,6.8,17.375,29
253809,Rui Silva,GK,2324,2425,LaLiga,Spain,0,0,0,9,87,7.12,16.062,7
108579,Harry Kane,FWD,2324,2425,Bund,Germany,36,8,13,8,0,7.76,19.357,52
987818,Maurits Kjaergaard,MID,2324,2425,AutBund,Austria,2,5,15,5,0,7.25,4.8,0
1402912,Lamine Yamal,MID,2324,2425,LaLiga,Spain,5,5,61,5,0,7.34,16.062,39
824200,Ademola Lookman,MID,2324,2425,SerieA,Italy,11,7,20,1,0,7.25,21.0,29
38710,Ivan Perišić,MID,2324,2425,PL,England,0,1,3,0,0,7.02,17.375,18
941669,Dmytro Riznyk,GK,2324,2425,Ukraine,Ukraine,0,0,0,13,56,6.92,4.1,21
177177,Alejandro Grimaldo,DEF,2324,2425,Bund,Germany,10,13,45,13,0,7.75,19.357,29
818244,Ousmane Dembélé,FWD,2324,2425,L1,France,3,8,19,3,0,7.38,16.25,52
978838,Michael Olise,MID,2324,2425,PL,England,10,6,19,1,0,7.74,17.375,35
827606,Rodri,MID,2324,2425,PL,England,8,9,70,11,0,8.01,17.375,2
889259,Khvicha Kvaratskhelia,MID,2324,2425,SerieA,Italy,11,6,42,2,0,7.48,21.0,29
859765,Phil Foden,MID,2324,2425,PL,England,19,8,31,8,0,7.79,17.375,20
934235,Bukayo Saka,MID,2324,2425,PL,England,16,9,66,3,0,7.72,17.375,42
1010231,Jamal Musiala,MID,2324,2425,Bund,Germany,10,6,40,0,0,7.49,19.357,33
814594,Achraf Hakimi,DEF,2324,2425,L1,France,4,5,29,5,0,7.34,16.25,79
895324,Alexis Mac Allister,MID,2324,2425,PL,England,5,5,99,4,0,7.24,17.375,21
944656,Julián Alvarez,FWD,2324,2425,PL,England,11,9,24,4,0,7.36,17.375,35
910536,Rodrygo,MID,2324,2425,LaLiga,Spain,10,5,16,4,0,7.31,16.062,38
902029,Vitinha,MID,2324,2425,L1,France,7,4,39,5,0,7.49,16.25,27
868812,Vinícius Júnior,MID,2324,2425,LaLiga,Spain,15,5,18,4,0,7.33,16.062,50
353138,Marcos Llorente,MID,2324,2425,LaLiga,Spain,6,4,40,4,0,7,16.062,30
352882,Nuno Santos,MID,2324,2425,Portugal,Portugal,4,10,26,5,0,7.37,11.0,6
328027,Serhou Guirassy,FWD,2324,2425,Bund,Germany,28,2,6,6,0,7.72,19.357,64
70988,Thibaut Courtois,GK,2324,2425,LaLiga,Spain,0,0,1,3,16,8,16.062,21
992587,Pedri,MID,2324,2425,LaLiga,Spain,4,2,33,1,0,7.22,16.062,19
901882,Angelo Stiller,MID,2324,2425,Bund,Germany,1,5,55,9,0,7.32,19.357,10
158263,Emiliano Martínez,GK,2324,2425,PL,England,0,0,0,8,95,7.1,17.375,36
839956,Erling Haaland,FWD,2324,2425,PL,England,27,5,6,6,0,7.36,17.375,33
940871,Nico Schlotterbeck,DEF,2324,2425,Bund,Germany,2,1,70,8,0,7.32,19.357,32
940054,Karim Adeyemi,FWD,2324,2425,Bund,Germany,3,1,16,0,0,6.69,19.357,28
895764,Pedro Gonçalves,MID,2324,2425,Portugal,Portugal,11,12,47,4,0,7.57,11.0,9
857574,Andriy Lunin,GK,2324,2425,LaLiga,Spain,0,0,0,10,48,7.2,16.062,2
16206,Yann Sommer,GK,2324,2425,SerieA,Italy,0,0,2,19,80,7.15,21.0,45
989768,Nuno Mendes,DEF,2324,2425,L1,France,1,1,5,0,0,7.03,16.25,63
990201,Jamie Leweling,MID,2324,2425,Bund,Germany,4,4,18,0,0,6.79,19.357,16
1154605,Désiré Doué,MID,2324,2425,L1,France,4,4,32,1,0,7.11,16.25,40
991011,Jude Bellingham,MID,2324,2425,LaLiga,Spain,19,6,42,9,0,8.05,16.062,33
804508,Viktor Gyökeres,FWD,2324,2425,Portugal,Portugal,29,10,16,13,0,7.92,11.0,27
1190933,João Neves,MID,2324,2425,Portugal,Portugal,3,1,65,9,0,7.41,11.0,29
1087364,Tiago Santos,DEF,2324,2425,L1,France,1,2,63,12,0,7.19,16.25,5
331737,Youri Tielemans,MID,2324,2425,PL,England,2,6,41,2,0,6.94,17.375,28
547410,Martin Ødegaard,MID,2324,2425,PL,England,8,10,49,13,0,7.67,17.375,22
836705,Kai Havertz,FWD,2324,2425,PL,England,13,7,35,8,0,7.23,17.375,21
978285,Wilfried Singo,DEF,2324,2425,L1,France,1,1,34,9,0,7.31,16.25,27
856714,Declan Rice,MID,2324,2425,PL,England,7,8,83,11,0,7.43,17.375,36
155995,Marquinhos,DEF,2324,2425,L1,France,0,1,19,5,0,7.26,16.25,33
152077,John Stones,DEF,2324,2425,PL,England,1,0,2,4,0,6.94,17.375,17
151545,Virgil van Dijk,DEF,2324,2425,PL,England,2,2,40,9,0,7.38,17.375,32
823984,Lautaro Martínez,FWD,2324,2425,SerieA,Italy,24,3,22,8,0,7.5,21.0,39
883537,Luis Díaz,MID,2324,2425,PL,England,8,5,35,1,0,7.19,17.375,20
954056,Nico González,MID,2324,2425,Portugal,Portugal,2,1,42,0,0,7.06,11.0,5
892141,Santiago Giménez,FWD,2324,2425,Ered,Netherlands,23,6,8,5,0,7.33,10.0,27
826643,Kylian Mbappé,FWD,2324,2425,L1,France,27,7,4,6,0,7.89,16.25,33
843665,Alphonso Davies,DEF,2324,2425,Bund,Germany,2,5,47,5,0,7.1,19.357,34
886242,Jakub Moder,MID,2324,2425,PL,England,0,0,19,0,0,6.65,17.375,9
934386,Jérémy Doku,MID,2324,2425,PL,England,3,8,39,0,0,7.42,17.375,5
581310,David Raya,GK,2324,2425,PL,England,0,0,1,16,46,6.85,17.375,34
100390,Marco Bizot,GK,2324,2425,L1,France,0,0,0,13,96,7.16,16.25,18
831808,Federico Valverde,MID,2324,2425,LaLiga,Spain,2,7,47,14,0,7.38,16.062,18
786259,Kostas Tsimikas,DEF,2324,2425,PL,England,0,3,19,3,0,7,17.375,4
862967,Cody Gakpo,FWD,2324,2425,PL,England,8,5,27,0,0,7.11,17.375,16
935564,Jonathan David,FWD,2324,2425,L1,France,19,4,26,2,0,7.22,16.25,35
826215,Ibrahima Konaté,DEF,2324,2425,PL,England,0,0,36,5,0,7.07,17.375,23
850816,Joey Veerman,MID,2324,2425,Ered,Netherlands,5,16,68,10,0,8.26,10.0,13
798583,Dayot Upamecano,DEF,2324,2425,Bund,Germany,1,0,34,5,0,6.96,19.357,23
845386,Federico Chiesa,MID,2324,2425,SerieA,Italy,9,2,20,3,0,7.12,21.0,1
1088896,Johan Bakayoko,MID,2324,2425,Ered,Netherlands,12,9,33,7,0,7.64,10.0,17
1046960,Ryan Flamingo,DEF,2324,2425,Ered,Netherlands,2,1,44,6,0,6.84,10.0,29
759520,Denzel Dumfries,DEF,2324,2425,SerieA,Italy,4,4,22,2,0,6.92,21.0,48
986395,Ricardo Pepi,FWD,2324,2425,Ered,Netherlands,7,2,9,1,0,6.83,10.0,11
814590,Marcus Rashford,MID,2324,2425,PL,England,7,2,19,5,0,6.9,17.375,7
784655,Fabián Ruiz,MID,2324,2425,L1,France,1,3,34,3,0,7.08,16.25,28
851284,Rafael Leão,MID,2324,2425,SerieA,Italy,9,9,16,6,0,7.42,21.0,21
789071,Dani Olmo,MID,2324,2425,Bund,Germany,4,5,26,3,0,7.21,19.357,15
592010,Mikel Merino,MID,2324,2425,LaLiga,Spain,5,3,77,9,0,7.22,16.062,28
50490,Wojciech Szczęsny,GK,2324,2425,SerieA,Italy,0,0,0,15,81,7.06,21.0,17
893549,Tijjani Reijnders,MID,2324,2425,SerieA,Italy,3,3,46,9,0,7.09,21.0,18
787505,Benjamin Pavard,DEF,2324,2425,SerieA,Italy,0,2,34,7,0,7.25,21.0,29
10406,Simon Mignolet,GK,2324,2425,Belgium,Belgium,0,0,0,11,71,7.06,14.4,24
996952,Bradley Barcola,MID,2324,2425,L1,France,4,7,39,2,0,7.03,16.25,32
355492,Konrad Laimer,DEF,2324,2425,Bund,Germany,0,3,56,4,0,6.98,19.357,23
135700,Hakan Çalhanoğlu,MID,2324,2425,SerieA,Italy,13,3,66,6,0,7.68,21.0,28
886365,Dominik Takáč,GK,2324,2425,Slovakia,Slovakia,0,0,0,14,88,6.98,5.0,12
1142251,Aleksandar Pavlović,MID,2324,2425,Bund,Germany,2,2,28,2,0,7.07,19.357,2
996953,Lucas Chevalier,GK,2324,2425,L1,France,0,0,3,15,93,7.13,16.25,14
859025,Aurélien Tchouaméni,MID,2324,2425,LaLiga,Spain,3,1,38,11,0,7.18,16.062,7
577726,Ramy Bensebaini,DEF,2324,2425,Bund,Germany,0,0,34,1,0,7.06,19.357,30
1401702,Ethan Nwaneri,MID,2324,2425,PL,England,0,0,0,0,0,6.9,17.375,12
1000483,Marc Casadó,MID,2324,2425,LaLiga,Spain,0,0,1,0,0,6.85,16.062,19
69768,Jan Oblak,GK,2324,2425,LaLiga,Spain,0,0,0,13,102,7.01,16.062,18
824509,Gianluigi Donnarumma,GK,2324,2425,L1,France,0,0,0,10,92,7.3,16.25,36
801030,Atakan Karazor,MID,2324,2425,Bund,Germany,0,4,72,7,0,7.11,19.357,6
284361,Federico Dimarco,DEF,2324,2425,SerieA,Italy,5,6,42,1,0,7.35,21.0,15
917087,Kang-in Lee,MID,2324,2425,L1,France,3,4,26,3,0,7.15,16.25,4
250223,John McGinn,MID,2324,2425,PL,England,6,4,59,4,0,7.11,17.375,27
1063767,Ismael Saibari,MID,2324,2425,Ered,Netherlands,5,4,31,2,0,7.31,10.0,28
1099352,Giuliano Simeone,MID,2324,2425,LaLiga,Spain,1,2,7,1,0,6.7,16.062,13
904897,Ryan Gravenberch,MID,2324,2425,PL,England,1,0,26,0,0,6.8,17.375,12
383560,Manuel Akanji,DEF,2324,2425,PL,England,2,0,42,11,0,7.24,17.375,12
1130939,Maghnes Akliouche,MID,2324,2425,L1,France,7,4,37,0,0,7.16,16.25,22
1138804,Hakon Arnar Haraldsson,MID,2324,2425,L1,France,2,0,12,0,0,6.71,16.25,12
118085,Hans Vanaken,MID,2324,2425,Belgium,Belgium,5,8,54,14,0,7.51,14.4,15
908716,Miguel Gutiérrez,DEF,2324,2425,LaLiga,Spain,2,7,29,10,0,7.02,16.062,13
788949,Maximilian Mittelstädt,DEF,2324,2425,Bund,Germany,2,4,91,8,0,7.3,19.357,16
803039,Donyell Malen,FWD,2324,2425,Bund,Germany,13,1,11,4,0,7.24,19.357,11
964994,Joško Gvardiol,DEF,2324,2425,PL,England,4,1,55,9,0,7.4,17.375,12
891510,Chris Führich,MID,2324,2425,Bund,Germany,8,7,30,1,0,7.24,19.357,8
1001196,Gonçalo Inácio,DEF,2324,2425,Portugal,Portugal,1,0,48,13,0,7.1,11.0,13
907463,Felix Nmecha,MID,2324,2425,Bund,Germany,1,2,19,2,0,6.86,19.357,16
1002837,Piero Hincapié,DEF,2324,2425,Bund,Germany,1,2,35,7,0,7.12,19.357,24
979480,Willian Pacho,DEF,2324,2425,Bund,Germany,0,2,62,7,0,6.95,19.357,33
957602,Riccardo Calafiori,DEF,2324,2425,SerieA,Italy,2,5,47,10,0,7.19,21.0,17
869856,Dominik Szoboszlai,MID,2324,2425,PL,England,3,2,32,4,0,7.15,17.375,14
800951,Julian Ryerson,DEF,2324,2425,Bund,Germany,4,1,41,4,0,6.96,19.357,23
903324,Kerem Aktürkoğlu,MID,2324,2425,SuperLig,Turkey,12,6,28,3,0,7.33,12.0,24
922573,Gabriel Martinelli,MID,2324,2425,PL,England,6,4,30,1,0,7.11,17.375,20
45853,İlkay Gündoğan,MID,2324,2425,LaLiga,Spain,5,9,31,10,0,7.48,16.062,11
138156,Emre Can,DEF,2324,2425,Bund,Germany,2,2,63,5,0,7.09,19.357,40
149663,Nathan Aké,DEF,2324,2425,PL,England,2,2,26,5,0,7.1,17.375,0
610766,Tammy Abraham,FWD,2324,2425,SerieA,Italy,1,0,3,0,0,6.76,21.0,12
875136,Noa Lang,MID,2324,2425,Ered,Netherlands,4,1,3,0,0,7.35,10.0,20
1085081,Álvaro Carreras,DEF,2324,2425,LaLiga,Spain,0,0,13,0,0,6.71,16.062,24
989841,Eduardo Quaresma,DEF,2324,2425,Portugal,Portugal,1,0,28,3,0,6.93,11.0,10
827679,Ezri Konsa,DEF,2324,2425,PL,England,1,0,54,6,0,6.94,17.375,25
827212,Jules Koundé,DEF,2324,2425,LaLiga,Spain,1,2,37,15,0,7.15,16.062,29
37151,Henrikh Mkhitaryan,MID,2324,2425,SerieA,Italy,2,8,62,7,0,7.22,21.0,11
791702,Marcus Thuram,FWD,2324,2425,SerieA,Italy,13,7,23,5,0,7.3,21.0,21
353282,Oleksandr Zubkov,FWD,2324,2425,Ukraine,Ukraine,5,5,0,0,0,7.96,4.1,14
325355,José María Giménez,DEF,2324,2425,LaLiga,Spain,0,0,18,5,0,6.83,16.062,19
822708,Amadou Haidara,MID,2324,2425,Bund,Germany,2,1,42,1,0,7.19,19.357,7
973887,Eduardo Camavinga,MID,2324,2425,LaLiga,Spain,0,2,76,3,0,7.19,16.062,8
100389,Marten de Roon,MID,2324,2425,SerieA,Italy,0,5,80,11,0,7.04,21.0,13
955245,Harvey Elliott,MID,2324,2425,PL,England,3,6,27,0,0,7.13,17.375,15
184661,Leon Goretzka,MID,2324,2425,Bund,Germany,6,7,41,4,0,7.41,19.357,16
976575,Nicolas Seiwald,MID,2324,2425,Bund,Germany,0,2,33,0,0,6.7,19.357,8
934385,Maarten Vandevoordt,GK,2324,2425,Belgium,Belgium,0,0,0,13,116,7.12,14.4,1
835485,Brahim Díaz,MID,2324,2425,LaLiga,Spain,8,6,29,1,0,7.2,16.062,15
95494,Tigran Barseghyan,MID,2324,2425,Slovakia,Slovakia,13,11,25,3,0,7.64,5.0,12
927353,Curtis Jones,MID,2324,2425,PL,England,1,1,27,0,0,6.72,17.375,8
898815,Sam Beukema,DEF,2324,2425,SerieA,Italy,1,1,27,11,0,6.81,21.0,13
958959,Jurriën Timber,DEF,2324,2425,PL,England,0,0,2,0,0,6.7,17.375,17
363856,Nicolò Barella,MID,2324,2425,SerieA,Italy,2,3,46,8,0,7.08,21.0,15
556866,Gregor Kobel,GK,2324,2425,Bund,Germany,0,0,0,7,85,7.19,19.357,29
98212,Charalampos Lykogiannis,DEF,2324,2425,SerieA,Italy,2,1,10,1,0,6.77,21.0,5
1136731,Rico Lewis,DEF,2324,2425,PL,England,2,0,10,0,0,6.99,17.375,18
826188,Alessandro Bastoni,DEF,2324,2425,SerieA,Italy,1,3,46,9,0,7.35,21.0,23
