sofa_id,name,pos,dom_season,ucl_season,league,country,dom_g,dom_a,dom_tk,dom_cs,dom_sv,dom_rt,league_strength,target_ucl_fantasy_pts
227672,Jonathan Tah,DEF,2324,2425,Bund,Germany,4,1,19,12,0,7.17,19.357,22
189061,Jack Grealish,MID,2324,2425,PL,England,3,1,13,1,0,7.24,17.375,7
927407,Josip Stanišić,DEF,2324,2425,Bund,Germany,3,1,38,8,0,7.2,19.357,3
248331,Brandon Mechele,DEF,2324,2425,Belgium,Belgium,5,0,66,15,0,7.19,14.4,19
980418,Sacha Boey,DEF,2324,2425,Bund,Germany,0,0,2,0,0,6.35,19.357,1
859917,Morten Hjulmand,MID,2324,2425,Portugal,Portugal,3,2,60,8,0,7.04,11.0,9
855833,Ferran Torres,FWD,2324,2425,LaLiga,Spain,7,2,9,2,0,6.93,16.062,15
965357,Osame Sahraoui,MID,2324,2425,Ered,Netherlands,8,4,17,1,0,6.86,10.0,14
893499,Mauro Júnior,DEF,2324,2425,Ered,Netherlands,1,0,18,2,0,7.05,10.0,11
1001140,Geny Catamo,MID,2324,2425,Portugal,Portugal,5,3,25,2,0,6.99,11.0,9
70996,Kevin De Bruyne,MID,2324,2425,PL,England,4,10,14,1,0,7.93,17.375,2
941168,William Saliba,DEF,2324,2425,PL,England,2,1,41,18,0,7.04,17.375,25
361004,Marco Asensio,MID,2324,2425,L1,France,4,5,12,1,0,7.25,16.25,16
864169,Pau Torres,DEF,2324,2425,PL,England,2,0,29,6,0,6.84,17.375,25
976263,Ian Maatsen,DEF,2324,2425,PL,England,0,0,3,0,0,6.43,17.375,19
923973,Amadou Onana,MID,2324,2425,PL,England,2,0,71,5,0,7.06,17.375,8
125407,Álvaro Morata,FWD,2324,2425,LaLiga,Spain,15,3,16,1,0,6.98,16.062,10
986397,Benjamin Šeško,FWD,2324,2425,Bund,Germany,14,2,13,1,0,6.97,19.357,17
863271,Jeff Chabot,DEF,2324,2425,Bund,Germany,0,0,59,2,0,7.09,19.357,7
51665,Benjamin André,MID,2324,2425,L1,France,4,0,89,12,0,7.12,16.25,6
1153270,Fermín López,MID,2324,2425,LaLiga,Spain,8,0,41,1,0,6.93,16.062,16
187433,Serge Gnabry,MID,2324,2425,Bund,Germany,3,1,8,0,0,7.18,19.357,7
293519,Leroy Sané,MID,2324,2425,Bund,Germany,8,11,15,7,0,7.65,19.357,9
970361,Jeremie Frimpong,DEF,2324,2425,Bund,Germany,9,7,26,3,0,7.27,19.357,23
547838,Dani Ceballos,MID,2324,2425,LaLiga,Spain,0,2,10,2,0,6.77,16.062,8
353130,Mario Hermoso,DEF,2324,2425,LaLiga,Spain,0,1,46,8,0,7.02,16.062,1
822519,Éder Militão,DEF,2324,2425,LaLiga,Spain,0,0,7,3,0,6.84,16.062,1
142622,Antonio Rüdiger,DEF,2324,2425,LaLiga,Spain,1,0,26,14,0,6.93,16.062,20
794298,Deniz Undav,FWD,2324,2425,Bund,Germany,18,9,28,1,0,7.65,19.357,7
807771,Dávid Hancko,DEF,2324,2425,Ered,Netherlands,5,2,38,16,0,7.51,10.0,18
1473491,Senny Mayulu,MID,2324,2425,L1,France,0,1,13,0,0,6.85,16.25,10
318927,Joe Gomez,DEF,2324,2425,PL,England,0,1,47,5,0,6.89,17.375,4
84539,Koke,MID,2324,2425,LaLiga,Spain,0,4,66,7,0,7.06,16.062,6
138605,Piotr Zieliński,MID,2324,2425,SerieA,Italy,3,2,23,1,0,7.1,21.0,8
965011,Matteo Ruggeri,DEF,2324,2425,SerieA,Italy,0,4,29,1,0,6.87,21.0,1
136924,Willi Orbán,DEF,2324,2425,Bund,Germany,0,0,20,5,0,7.06,19.357,5
906278,Josha Vagnoman,DEF,2324,2425,Bund,Germany,2,2,28,2,0,6.84,19.357,17
1391541,Ngal'ayel Mukau,MID,2324,2425,Belgium,Belgium,0,0,72,5,0,6.95,14.4,12
1126512,Zeno Debast,DEF,2324,2425,Belgium,Belgium,0,0,54,8,0,7.01,14.4,16
254491,Ederson,GK,2324,2425,PL,England,0,0,0,10,57,7,17.375,13
1402698,Ethan Mbappé,MID,2324,2425,L1,France,0,0,0,0,0,6.6,16.25,1
925097,Ronald Araújo,DEF,2324,2425,LaLiga,Spain,1,2,27,7,0,7.03,16.062,10
833956,Matty Cash,DEF,2324,2425,PL,England,2,2,54,2,0,6.89,17.375,8
1102788,Dorgeles Nene,FWD,2324,2425,AutBund,Austria,5,2,20,0,0,6.91,4.8,4
133908,Marcel Sabitzer,MID,2324,2425,Bund,Germany,4,3,39,7,0,7.12,19.357,5
96538,Lucas Digne,DEF,2324,2425,PL,England,1,3,47,3,0,6.87,17.375,12
1142672,Warren Zaïre-Emery,MID,2324,2425,L1,France,2,3,51,5,0,7.05,16.25,10
795064,Trent Alexander-Arnold,DEF,2324,2425,PL,England,3,4,39,4,0,7.31,17.375,15
795222,Frenkie de Jong,MID,2324,2425,LaLiga,Spain,2,0,43,6,0,7.45,16.062,7
906275,Yann Bisseck,DEF,2324,2425,SerieA,Italy,2,0,14,6,0,7.11,21.0,10
1047395,Couhaib Driouech,MID,2324,2425,Ered,Netherlands,6,6,36,0,0,7.18,10.0,5
997035,Alejandro Balde,DEF,2324,2425,LaLiga,Spain,0,1,20,3,0,6.84,16.062,20
555386,Ollie Watkins,FWD,2324,2425,PL,England,19,13,12,4,0,7.32,17.375,16
136710,Mateo Kovačić,MID,2324,2425,PL,England,1,0,36,3,0,7.02,17.375,6
1091116,Arda Güler,MID,2324,2425,LaLiga,Spain,6,0,6,1,0,7.27,16.062,0
331209,Bernardo Silva,MID,2324,2425,PL,England,6,9,51,9,0,7.53,17.375,4
976037,Jakub Kiwior,DEF,2324,2425,PL,England,1,3,20,5,0,6.95,17.375,17
825956,Christoph Baumgartner,MID,2324,2425,Bund,Germany,5,1,26,0,0,6.79,19.357,15
808590,Leon Bailey,MID,2324,2425,PL,England,10,9,13,0,0,7.13,17.375,9
141203,Kevin Wimmer,DEF,2324,2425,Slovakia,Slovakia,0,1,21,8,0,6.98,5.0,8
98435,Ross Barkley,MID,2324,2425,PL,England,5,4,47,1,0,7.17,17.375,6
856076,David Raum,DEF,2324,2425,Bund,Germany,2,8,58,5,0,7.38,19.357,5
1138428,James McConnell,MID,2324,2425,PL,England,0,0,0,0,0,6.5,17.375,1
994556,Carney Chukwuemeka,MID,2324,2425,PL,England,1,1,6,0,0,6.67,17.375,1
303638,Tyrone Mings,DEF,2324,2425,PL,England,0,0,0,0,0,6.6,17.375,1
1194333,Abdukodir Khusanov,DEF,2324,2425,L1,France,0,0,21,3,0,6.85,16.25,0
1402908,Héctor Fort,DEF,2324,2425,LaLiga,Spain,0,2,6,0,0,6.71,16.062,1
799046,Waldemar Anton,DEF,2324,2425,Bund,Germany,0,3,39,9,0,7.13,19.357,8
1008402,Conor Bradley,DEF,2324,2425,PL,England,1,3,33,0,0,7.32,17.375,6
989113,Rodrigo Riquelme,MID,2324,2425,LaLiga,Spain,3,5,30,1,0,6.87,16.062,1
826204,Boubacar Kamara,MID,2324,2425,PL,England,0,1,43,4,0,6.97,17.375,5
929199,Carlos Augusto,DEF,2324,2425,SerieA,Italy,0,3,29,6,0,6.96,21.0,17
1218066,Anis Hadj Moussa,MID,2324,2425,Ered,Netherlands,1,2,6,0,0,6.94,10.0,18
1149144,Matías Fernández-Pardo,MID,2324,2425,Belgium,Belgium,8,2,5,3,0,7.18,14.4,5
1120701,Isaac Babadi,MID,2324,2425,Ered,Netherlands,1,0,8,0,0,6.84,10.0,3
860160,Gijs Smal,DEF,2324,2425,Ered,Netherlands,0,3,34,4,0,7.01,10.0,13
976421,Castello Lukeba,DEF,2324,2425,Bund,Germany,1,0,19,7,0,6.9,19.357,1
1187275,Joel Ordóñez,DEF,2324,2425,Belgium,Belgium,0,1,26,5,0,6.82,14.4,14
318941,Rúben Dias,DEF,2324,2425,PL,England,0,0,39,9,0,7.21,17.375,5
861979,Daniel Bragança,MID,2324,2425,Portugal,Portugal,3,2,33,0,0,6.96,11.0,12
1048009,El Chadaille Bitshiabu,DEF,2324,2425,Bund,Germany,0,0,1,0,0,6.56,19.357,0
1100817,Pedro Henrique,DEF,2324,2425,Ukraine,Ukraine,0,0,0,0,0,6.73,4.1,6
794839,Gabriel Jesus,FWD,2324,2425,PL,England,4,5,24,2,0,7.17,17.375,5
835600,Davide Frattesi,MID,2324,2425,SerieA,Italy,6,3,10,1,0,6.81,21.0,13
878081,Ermedin Demirović,FWD,2324,2425,Bund,Germany,15,9,24,2,0,7.17,19.357,4
980628,Maximilian Beier,FWD,2324,2425,Bund,Germany,16,1,20,0,0,7.13,19.357,8
845798,Guus Til,MID,2324,2425,Ered,Netherlands,10,5,19,8,0,7.23,10.0,9
1167818,Iván Fresneda,DEF,2324,2425,Portugal,Portugal,0,0,4,0,0,6.6,11.0,1
1108441,Lucas Beraldo,DEF,2324,2425,L1,France,1,0,22,1,0,6.9,16.25,0
844234,Jerdy Schouten,MID,2324,2425,Ered,Netherlands,4,0,54,10,0,7.16,10.0,8
846036,Ben White,DEF,2324,2425,PL,England,4,4,48,13,0,7.26,17.375,5
851271,Fran García,DEF,2324,2425,LaLiga,Spain,1,5,25,5,0,6.95,16.062,2
787751,Robin Le Normand,DEF,2324,2425,LaLiga,Spain,2,0,31,7,0,6.97,16.062,0
1129862,Raphael Onyedika,MID,2324,2425,Belgium,Belgium,3,1,63,6,0,7.09,14.4,17
547862,Kaan Kairinen,MID,2324,2425,Czech,Czechia,2,6,32,6,0,7.14,13.5,13
186795,Andreas Christensen,DEF,2324,2425,LaLiga,Spain,2,2,23,3,0,6.89,16.062,0
37096,Péter Gulácsi,GK,2324,2425,Bund,Germany,0,0,0,5,33,7.07,19.357,6
8959,Manuel Neuer,GK,2324,2425,Bund,Germany,0,0,1,6,60,6.94,19.357,11
792073,Ferland Mendy,DEF,2324,2425,LaLiga,Spain,0,0,15,10,0,6.93,16.062,9
1121923,Antonio Nusa,MID,2324,2425,Belgium,Belgium,3,3,31,0,0,7.1,14.4,3
319857,Benjamin Henrichs,DEF,2324,2425,Bund,Germany,1,5,68,6,0,7.11,19.357,3
942479,Michał Skóraś,MID,2324,2425,Belgium,Belgium,2,4,19,1,0,7.02,14.4,0
1149127,Arthur Vermeeren,MID,2324,2425,LaLiga,Spain,0,0,1,0,0,6.52,16.062,2
1103693,Gavi,MID,2324,2425,LaLiga,Spain,1,1,39,4,0,7.13,16.062,3
962898,Leonidas Stergiou,DEF,2324,2425,Bund,Germany,1,0,15,2,0,6.71,19.357,0
909318,Mohamed Bayo,FWD,2324,2425,L1,France,5,1,13,0,0,6.84,16.25,0
1105833,Marlon Gomes,MID,2324,2425,Ukraine,Ukraine,4,1,0,0,0,7.21,4.1,8
927366,Matěj Kovář,GK,2324,2425,Bund,Germany,0,0,0,1,3,7.5,19.357,14
572286,Gustaf Nilsson,FWD,2324,2425,Belgium,Belgium,16,4,17,0,0,7.09,14.4,5
319853,Lukas Klostermann,DEF,2324,2425,Bund,Germany,1,0,15,3,0,6.85,19.357,0
825838,Armando Obispo,DEF,2324,2425,Ered,Netherlands,0,0,3,0,0,6.71,10.0,1
1390545,Eguinaldo,FWD,2324,2425,Ukraine,Ukraine,2,0,0,0,0,6.89,4.1,5
797279,Bart Nieuwkoop,DEF,2324,2425,Ered,Netherlands,1,1,15,0,0,6.76,10.0,6
352370,Lucas Hernández,DEF,2324,2425,L1,France,1,1,52,3,0,7.11,16.25,0
796279,Jordan Lotomba,DEF,2324,2425,L1,France,1,0,36,3,0,6.76,16.25,1
1397170,Nino Marcelli,MID,2324,2425,Slovakia,Slovakia,10,2,18,0,0,7.22,5.0,6
1394342,Ousmane Diomande,DEF,2324,2425,Portugal,Portugal,2,1,41,7,0,7.01,11.0,11
985823,Ayase Ueda,FWD,2324,2425,Ered,Netherlands,5,2,7,2,0,6.87,10.0,8
831799,Nahuel Molina,DEF,2324,2425,LaLiga,Spain,2,3,38,4,0,6.82,16.062,9
1099117,Samson Baidoo,DEF,2324,2425,AutBund,Austria,2,1,30,4,0,7.12,4.8,5
1402913,Pau Cubarsí,DEF,2324,2425,LaLiga,Spain,0,0,22,8,0,6.99,16.062,13
856739,Lutsharel Geertruida,DEF,2324,2425,Ered,Netherlands,8,5,49,15,0,7.41,10.0,2
904859,Dmytro Kryskiv,MID,2324,2425,Ukraine,Ukraine,5,2,0,0,0,7.09,4.1,5
1142588,Pablo Barrios,MID,2324,2425,LaLiga,Spain,0,1,45,2,0,6.99,16.062,4
911719,Lassina Traoré,FWD,2324,2425,Ukraine,Ukraine,4,4,0,0,0,6.9,4.1,0
230932,Kenan Bajrić,DEF,2324,2425,Slovakia,Slovakia,0,1,33,10,0,6.94,5.0,6
873106,Hiroki Itō,DEF,2324,2425,Bund,Germany,0,2,19,7,0,7.07,19.357,0
143040,Wataru Endo,MID,2324,2425,PL,England,1,0,48,5,0,6.8,17.375,1
873554,Omar Marmoush,FWD,2324,2425,Bund,Germany,12,6,21,1,0,7.25,19.357,0
1564180,Ayyoub Bouaddi,MID,2324,2425,L1,France,0,0,6,0,0,6.4,16.25,7
983041,Hugo Siquet,DEF,2324,2425,Belgium,Belgium,0,3,87,2,0,7.14,14.4,1
190159,André Silva,FWD,2324,2425,LaLiga,Spain,3,0,2,0,0,6.62,16.062,0
1047509,Bjorn Meijer,DEF,2324,2425,Belgium,Belgium,2,1,24,5,0,7.07,14.4,0
1433802,Gjivai Zechiël,MID,2324,2425,Ered,Netherlands,0,0,3,0,0,6.6,10.0,0
958923,Artem Bondarenko,MID,2324,2425,Ukraine,Ukraine,4,3,0,0,0,7.33,4.1,3
1116577,Santiago Castro,FWD,2324,2425,SerieA,Italy,1,1,2,0,0,6.83,21.0,0
1002813,Yan Couto,DEF,2324,2425,LaLiga,Spain,1,8,45,5,0,6.94,16.062,1
1069336,Romeo Vermant,FWD,2324,2425,Belgium,Belgium,3,2,5,0,0,6.87,14.4,0
1009833,Krystof Daněk,MID,2324,2425,Czech,Czechia,8,1,15,4,0,6.95,13.5,0
877236,Hugo Vetlesen,MID,2324,2425,Elite,Norway,3,2,7,2,0,6.98,8.0,3
1087830,Artur Gajdoš,MID,2324,2425,Slovakia,Slovakia,5,4,37,3,0,7.3,5.0,0
838232,Eljif Elmas,MID,2324,2425,Bund,Germany,0,0,8,0,0,6.64,19.357,0
841793,César Blackman,DEF,2324,2425,Slovakia,Slovakia,2,0,34,2,0,6.88,5.0,6
26768,Sven Ulreich,GK,2324,2425,Bund,Germany,0,0,1,4,19,6.71,19.357,0
1979970,Ameen Al-Dakhil,DEF,2324,2425,PL,England,1,0,12,0,0,6.54,17.375,0
309078,Alexander Sørloth,FWD,2324,2425,LaLiga,Spain,23,6,6,3,0,7.19,16.062,0
876214,Eric García,DEF,2324,2425,LaLiga,Spain,5,0,55,7,0,7.14,16.062,14
152463,Fabian Bredlow,GK,2324,2425,Bund,Germany,0,0,0,1,19,7.6,19.357,0
1101258,Kyriani Sabbe,DEF,2324,2425,Belgium,Belgium,1,3,22,0,0,7,14.4,9
1142248,Arijon Ibrahimović,MID,2324,2425,SerieA,Italy,1,1,7,0,0,6.72,21.0,0
1130647,Jonas Urbig,GK,2425,2526,Bund,Germany,0,0,0,2,17,6.7,18.421,5
1212550,Ruben van Bommel,MID,2425,2526,Ered,Netherlands,3,5,38,2,0,7.14,15.25,6
263651,Juan Musso,GK,2425,2526,LaLiga,Spain,0,0,0,2,2,7.1,23.892,13
1402912,Lamine Yamal,MID,2425,2526,LaLiga,Spain,9,13,42,10,0,7.79,23.892,47
826643,Kylian Mbappé,FWD,2425,2526,LaLiga,Spain,31,3,8,5,0,7.7,23.892,63
108579,Harry Kane,FWD,2425,2526,Bund,Germany,26,8,13,8,0,7.73,18.421,63
792624,Nikita Haikin,GK,2425,2526,Elite,Norway,0,0,0,12,78,7.08,11.812,26
889259,Khvicha Kvaratskhelia,MID,2425,2526,L1,France,4,3,19,2,0,7.46,17.928,76
907172,Jakub Markovič,GK,2425,2526,Czech,Czechia,0,0,0,7,64,7.13,10.55,7
838805,Jens Petter Hauge,MID,2425,2526,Elite,Norway,8,5,28,5,0,7.42,11.812,44
978838,Michael Olise,MID,2425,2526,Bund,Germany,12,15,36,5,0,7.91,18.421,48
1414933,Marc Guiu,FWD,2425,2526,PL,England,0,0,1,0,0,6.53,29.464,4
902029,Vitinha,MID,2425,2526,L1,France,5,1,43,5,0,7.47,17.928,46
118085,Hans Vanaken,MID,2425,2526,Belgium,Belgium,10,13,49,10,0,7.57,15.65,25
356160,Vanja Milinković-Savić,GK,2425,2526,SerieA,Italy,0,0,1,10,135,7.31,21.875,16
944656,Julián Alvarez,FWD,2425,2526,LaLiga,Spain,17,4,25,4,0,7.24,23.892,56
869856,Dominik Szoboszlai,MID,2425,2526,PL,England,6,6,38,8,0,7.14,29.464,48
135700,Hakan Çalhanoğlu,MID,2425,2526,SerieA,Italy,5,6,43,1,0,7.41,21.875,14
914902,Anthony Gordon,MID,2425,2526,PL,England,6,5,32,2,0,7.05,29.464,59
942116,Mason Greenwood,MID,2425,2526,L1,France,21,5,35,1,0,7.56,17.928,21
1154605,Désiré Doué,MID,2425,2526,L1,France,6,6,48,1,0,7.32,17.928,43
979128,Rayan Cherki,MID,2425,2526,L1,France,8,11,15,1,0,7.6,17.928,16
822471,Victor Osimhen,FWD,2425,2526,SuperLig,Turkey,26,5,7,6,0,7.72,10.3,33
940871,Nico Schlotterbeck,DEF,2425,2526,Bund,Germany,0,4,38,4,0,7.08,18.421,9
883537,Luis Díaz,MID,2425,2526,PL,England,13,5,39,4,0,7.23,29.464,48
151545,Virgil van Dijk,DEF,2425,2526,PL,England,3,1,38,14,0,7.28,29.464,43
934386,Jérémy Doku,MID,2425,2526,PL,England,3,6,31,3,0,7.29,29.464,17
964994,Joško Gvardiol,DEF,2425,2526,PL,England,5,0,58,11,0,7.37,29.464,9
259117,Joshua Kimmich,MID,2425,2526,Bund,Germany,3,6,47,15,0,7.91,18.421,13
754330,Uğurcan Çakır,GK,2425,2526,SuperLig,Turkey,0,0,1,13,115,7.35,10.3,28
856714,Declan Rice,MID,2425,2526,PL,England,4,7,53,7,0,7.36,29.464,22
332155,Amir Rrahmani,DEF,2425,2526,SerieA,Italy,1,3,39,18,0,7.27,21.875,9
826188,Alessandro Bastoni,DEF,2425,2526,SerieA,Italy,1,5,46,5,0,7.21,21.875,22
581310,David Raya,GK,2425,2526,PL,England,0,0,0,13,86,7.04,29.464,48
836705,Kai Havertz,FWD,2425,2526,PL,England,9,3,16,7,0,7.03,29.464,19
177177,Alejandro Grimaldo,DEF,2425,2526,Bund,Germany,2,7,24,5,0,7.3,18.421,61
1069486,Carlos Forbs,MID,2425,2526,PL,England,0,0,8,0,0,6.54,29.464,23
70988,Thibaut Courtois,GK,2425,2526,LaLiga,Spain,0,0,0,11,77,7.11,23.892,39
1047395,Couhaib Driouech,MID,2425,2526,Ered,Netherlands,2,1,3,0,0,6.87,15.25,22
284361,Federico Dimarco,DEF,2425,2526,SerieA,Italy,4,7,25,2,0,7.24,21.875,20
868812,Vinícius Júnior,MID,2425,2526,LaLiga,Spain,11,8,21,4,0,7.37,23.892,43
839956,Erling Haaland,FWD,2425,2526,PL,England,22,3,11,6,0,7.27,29.464,32
818244,Ousmane Dembélé,FWD,2425,2526,L1,France,21,6,11,1,0,7.75,17.928,39
831005,Raphinha,MID,2425,2526,LaLiga,Spain,18,9,36,7,0,7.8,23.892,24
355174,Patrick Berg,MID,2425,2526,Elite,Norway,9,2,79,11,0,7.53,11.812,13
904827,Benoît Badiashile,DEF,2425,2526,PL,England,0,0,9,0,0,6.84,29.464,5
991011,Jude Bellingham,MID,2425,2526,LaLiga,Spain,9,8,61,4,0,7.45,23.892,20
1142251,Aleksandar Pavlović,MID,2425,2526,Bund,Germany,1,0,38,4,0,7.14,18.421,17
907463,Felix Nmecha,MID,2425,2526,Bund,Germany,4,1,34,1,0,7.05,18.421,19
910536,Rodrygo,MID,2425,2526,LaLiga,Spain,6,5,21,1,0,7.4,23.892,8
814590,Marcus Rashford,MID,2425,2526,PL,England,6,3,17,2,0,6.96,29.464,35
1001196,Gonçalo Inácio,DEF,2425,2526,Portugal,Portugal,3,2,40,10,0,7.23,16.25,21
831808,Federico Valverde,MID,2425,2526,LaLiga,Spain,6,4,50,11,0,7.47,23.892,37
829932,Cristian Romero,DEF,2425,2526,PL,England,1,0,35,2,0,7.07,29.464,31
592794,Alex Meret,GK,2425,2526,SerieA,Italy,0,0,0,16,61,6.97,21.875,0
1019322,Florian Wirtz,MID,2425,2526,Bund,Germany,10,12,32,4,0,7.68,18.421,18
1190933,João Neves,MID,2425,2526,L1,France,3,8,63,2,0,7.45,17.928,32
1176744,Dean Huijsen,DEF,2425,2526,PL,England,3,2,36,7,0,7.23,29.464,17
846122,Lukáš Provod,MID,2425,2526,Czech,Czechia,4,12,23,4,0,7.43,10.55,12
128383,Gerónimo Rulli,GK,2425,2526,L1,France,0,0,4,5,92,7.1,17.928,16
850816,Joey Veerman,MID,2425,2526,Ered,Netherlands,1,8,35,2,0,7.65,15.25,8
1085381,Nicolas Jackson,FWD,2425,2526,PL,England,10,5,22,0,0,6.92,29.464,18
992587,Pedri,MID,2425,2526,LaLiga,Spain,4,5,61,6,0,7.59,23.892,10
1104897,Jorne Spileers,DEF,2425,2526,Belgium,Belgium,1,0,6,2,0,7.01,15.65,0
16206,Yann Sommer,GK,2425,2526,SerieA,Italy,0,0,0,13,85,7.09,21.875,25
70996,Kevin De Bruyne,MID,2425,2526,PL,England,4,7,17,4,0,7.4,29.464,7
930267,Joan García,GK,2425,2526,LaLiga,Spain,0,0,0,8,145,7.39,23.892,7
823984,Lautaro Martínez,FWD,2425,2526,SerieA,Italy,12,3,30,4,0,7.2,21.875,19
859025,Aurélien Tchouaméni,MID,2425,2526,LaLiga,Spain,0,0,47,10,0,7.1,23.892,19
859765,Phil Foden,MID,2425,2526,PL,England,7,2,13,1,0,7.24,29.464,14
155995,Marquinhos,DEF,2425,2526,L1,France,2,0,30,5,0,7.29,17.928,33
824509,Gianluigi Donnarumma,GK,2425,2526,L1,France,0,0,1,4,51,6.92,17.928,19
922573,Gabriel Martinelli,MID,2425,2526,PL,England,8,4,23,3,0,6.96,29.464,38
827606,Rodri,MID,2425,2526,PL,England,0,0,2,0,0,6.87,29.464,2
143040,Wataru Endo,MID,2425,2526,PL,England,0,0,12,0,0,6.68,29.464,0
989768,Nuno Mendes,DEF,2425,2526,L1,France,1,3,30,3,0,7.29,17.928,35
1091116,Arda Güler,MID,2425,2526,LaLiga,Spain,3,4,30,1,0,7.24,23.892,27
1153270,Fermín López,MID,2425,2526,LaLiga,Spain,6,5,19,1,0,7.02,23.892,49
980418,Sacha Boey,DEF,2425,2526,Bund,Germany,0,2,20,0,0,6.8,18.421,9
280601,Jindřich Staněk,GK,2425,2526,Czech,Czechia,0,0,0,9,27,7.14,10.55,15
966547,Noni Madueke,MID,2425,2526,PL,England,7,3,25,2,0,7.03,29.464,18
879346,Scott McTominay,MID,2425,2526,PL,England,0,0,0,0,0,6.35,29.464,25
8959,Manuel Neuer,GK,2425,2526,Bund,Germany,0,0,1,13,32,6.97,18.421,20
547410,Martin Ødegaard,MID,2425,2526,PL,England,3,8,19,5,0,7.31,29.464,6
904897,Ryan Gravenberch,MID,2425,2526,PL,England,0,4,69,11,0,7.04,29.464,19
966837,Martín Zubimendi,MID,2425,2526,LaLiga,Spain,2,1,73,12,0,7.02,23.892,15
875136,Noa Lang,MID,2425,2526,Ered,Netherlands,11,10,22,1,0,7.52,15.25,12
859917,Morten Hjulmand,MID,2425,2526,Portugal,Portugal,2,2,54,7,0,7.13,16.25,10
150383,Stanislav Lobotka,MID,2425,2526,SerieA,Italy,0,1,47,8,0,7.01,21.875,3
353138,Marcos Llorente,MID,2425,2526,LaLiga,Spain,2,4,69,10,0,7.17,23.892,35
795222,Frenkie de Jong,MID,2425,2526,LaLiga,Spain,2,2,19,1,0,7.02,23.892,6
920546,Robert Sánchez,GK,2425,2526,PL,England,0,0,0,10,95,7.03,29.464,14
973887,Eduardo Camavinga,MID,2425,2526,LaLiga,Spain,1,2,42,4,0,7.16,23.892,16
1129862,Raphael Onyedika,MID,2425,2526,Belgium,Belgium,1,1,51,8,0,6.89,15.65,18
69768,Jan Oblak,GK,2425,2526,LaLiga,Spain,0,0,0,15,86,7.04,23.892,14
152077,John Stones,DEF,2425,2526,PL,England,2,0,6,1,0,6.88,29.464,4
759520,Denzel Dumfries,DEF,2425,2526,SerieA,Italy,7,2,25,5,0,7.03,21.875,18
906275,Yann Bisseck,DEF,2425,2526,SerieA,Italy,3,2,17,3,0,6.94,21.875,17
1031259,Christos Tzolis,MID,2425,2526,Belgium,Belgium,16,9,34,4,0,7.65,15.65,16
1002837,Piero Hincapié,DEF,2425,2526,Bund,Germany,2,2,52,8,0,7.17,18.421,15
138605,Piotr Zieliński,MID,2425,2526,SerieA,Italy,2,2,14,2,0,6.88,21.875,7
934235,Bukayo Saka,MID,2425,2526,PL,England,6,10,29,2,0,7.6,29.464,26
1063767,Ismael Saibari,MID,2425,2526,Ered,Netherlands,11,11,39,1,0,7.43,15.25,18
791702,Marcus Thuram,FWD,2425,2526,SerieA,Italy,14,4,18,5,0,7.3,21.875,14
577726,Ramy Bensebaini,DEF,2425,2526,Bund,Germany,1,6,51,2,0,7.03,18.421,25
893499,Mauro Júnior,DEF,2425,2526,Ered,Netherlands,0,6,54,2,0,7.17,15.25,11
1094827,Gerard Martín,DEF,2425,2526,LaLiga,Spain,1,3,22,1,0,6.81,23.892,6
135256,Christian Nørgaard,MID,2425,2526,PL,England,5,4,79,4,0,7.09,29.464,4
136710,Mateo Kovačić,MID,2425,2526,PL,England,6,2,69,4,0,7.3,29.464,0
974505,Enzo Fernández,MID,2425,2526,PL,England,6,7,65,7,0,7.31,29.464,28
187433,Serge Gnabry,MID,2425,2526,Bund,Germany,7,5,20,3,0,7.05,18.421,28
826215,Ibrahima Konaté,DEF,2425,2526,PL,England,1,2,40,11,0,7.08,29.464,22
784655,Fabián Ruiz,MID,2425,2526,L1,France,4,5,37,0,0,7.27,17.928,14
318941,Rúben Dias,DEF,2425,2526,PL,England,0,0,17,11,0,7.15,29.464,10
895324,Alexis Mac Allister,MID,2425,2526,PL,England,5,5,95,9,0,7.24,29.464,28
789071,Dani Olmo,MID,2425,2526,LaLiga,Spain,10,3,16,0,0,7.27,23.892,10
857574,Andriy Lunin,GK,2425,2526,LaLiga,Spain,0,1,1,4,13,7.07,23.892,5
940054,Karim Adeyemi,FWD,2425,2526,Bund,Germany,7,6,20,1,0,7.08,18.421,20
325355,José María Giménez,DEF,2425,2526,LaLiga,Spain,0,1,26,9,0,6.99,23.892,6
1048889,Andy Diouf,MID,2425,2526,L1,France,1,2,37,1,0,6.76,17.928,5
548692,Jostein Gundersen,DEF,2425,2526,Elite,Norway,2,3,23,8,0,7.38,11.812,8
363856,Nicolò Barella,MID,2425,2526,SerieA,Italy,3,6,50,4,0,7.19,21.875,5
592010,Mikel Merino,MID,2425,2526,PL,England,7,2,46,3,0,7.03,29.464,14
307284,Mario Lemina,MID,2425,2526,PL,England,1,3,51,1,0,7.01,29.464,16
862967,Cody Gakpo,FWD,2425,2526,PL,England,10,4,28,1,0,7.19,29.464,13
309078,Alexander Sørloth,FWD,2425,2526,LaLiga,Spain,20,2,9,1,0,7.01,23.892,27
1142588,Pablo Barrios,MID,2425,2526,LaLiga,Spain,1,4,46,6,0,6.91,23.892,7
149663,Nathan Aké,DEF,2425,2526,PL,England,0,0,9,0,0,6.8,29.464,6
1002813,Yan Couto,DEF,2425,2526,Bund,Germany,0,0,24,1,0,6.67,18.421,15
